Num,lat,lon,site_mean,MAT,MAT_season,MAP,MAP_season,AI,AET,VPD,srad,tmax,tmin,CEC,BD,pH,Sand,Silt,Clay,SWC,SOC,TN,TP,MBC,MBN,FB_ratio,NPP,BNPP,NDVI,Ndep,LDMC,SLA,LNC,LPC,Vcmax,fLNR,EM_tree,AM_tree,lnBNF,,,,,,,,,ssss
74,47.098056,-120.8425,0.791028,6.38026,761.9114,769,70.73768,9053,421.7946,0.5666667,153.7667,12.5,1.25,0.0934,0.71,6.7,27,63,10,34,19.7,3.1,1000,204.693,43.4224,0.1351512,6970,2.093561,0.497,0.01977273,0.3572173,9.260377,14.79128,1.10604,59.50823,10.81454,0.8727393,0.1230808,-0.234421914,,,,,,,,,
75,47,11,0.214,4.816854,642.4404,718,40.07499,8167,449.125,0.275,149.4417,5.583333,-1.108333,0.1075,1.04,5.7,82,11,6,32,28.9,2.2,700,46.9454,10.5241,0.1698363,6541,1.222287,0.305,0.09486245,0.3011012,10.46569,15.95905,1.521147,34.45855,7.700904,0.9493371,0.05123849,-1.541779264,,,,,,,,,
76,46.89,-113.46,0.26,4.857094,835.1957,388,28.4988,3168,441.3793,0.7166666,161.4,13.45,-1.933333,0.1476,1.38,6.8,44,39,18,20,15.3,1.8,500,126.463,12.1643,0.1693851,5277,1.36414,0.307,0.03335134,0.3236152,9.902988,16.64602,1.214887,56.31039,12.54673,0.9696413,0.03061082,-1.347073648,,,,,,,,,
77,46.356894,-123.268,10.79232,9.491697,456.5316,2079,62.23788,23118,621.382,0.4,138.2,14.9,4.958333,0.1364,1.41,7.6,52,34,14,21,8.6,0.9,600,129.547,23.2916,0.122245,8514,1.352524,0.765,0.03516701,0.3540224,9.307121,14.78213,1.103115,41.79652,9.728463,0.8562518,0.1616763,2.37883477,,,,,,,,,
78,46,-113,0.735,3.76626,808.2972,331,49.57702,2417,396.7182,0.6666667,163.6667,12.90833,-2.1,0.1541,1.35,6.9,49,34,17,25,18,1.2,500,480.492,48.2997,0.151132,4031,1.405345,0.235,0.03335134,0.305878,11.76592,17.48933,1.472082,54.81961,12.05551,0.9773276,0.02140833,-0.30788478,,,,,,,,,
79,44.6,-123.2,0.735,11.16166,531.2959,1308,71.73496,11002,613.5055,0.575,151.0917,17.70833,6.075,0.1961,1.34,6,18,67,15,26,22.6,2,1000,125.176,19.1322,0.1422604,5798,1.029898,0.58,0.03268518,0.3225462,11.63491,1.229661,NaN,39.78753,11.22517,0.938727,0.06466477,-0.30788478,,,,,,,,,
80,44.581361,-118.449961,2.51412,4.472448,710.9034,508,36.78295,4302,478.1316,0.65,172.175,13.225,-2.033333,0.1302,1.45,6.1,15,66,20,25,9.1,1.3,500,153.286,39.9099,0.1007149,5171,0.8546769,0.496,0.02146718,0.3721429,8.096262,14.78721,1.075684,54.52536,10.8739,0.9600447,0.04330521,0.921922842,,,,,,,,,
81,44.50444,-123.5525,5.241724443,10.02622,421.2896,2544,70.25018,24539,550.2304,0.4083333,148.6167,15.975,5.566667,0.2053,1.57,7,38,35,27,27,14,1.8,700,131.181,23.0618,0.1280821,9251,1.208937,0.784,0.01059721,0.3399747,10.1046,15.01607,1.045395,41.17213,9.975706,0.938727,0.06466477,1.656650536,,,,,,,,,
82,44.329754,-122.32812,2.430316,8.413198,565.7615,1846,64.1572,14543,523.3982,0.625,161.7583,15.625,3.441667,0.241,1.19,5.5,39,38,23,28,32.9,2.7,700,162.583,29.7027,0.1406826,7645,0.5684956,0.787,0.03268518,0.3798292,8.357069,13.96274,1.181376,56.11078,15.911,0.9326314,0.07137109,0.88802129,,,,,,,,,
83,44.2,-122.2,1.08,8.413198,565.7615,1846,64.1572,14543,523.3982,0.625,161.7583,15.625,3.441667,0.241,1.19,5.5,39,38,23,28,32.9,2.7,700,162.583,29.7027,0.1406826,7645,0.5684956,0.787,0.03268518,0.3798292,8.357069,13.96274,1.181376,56.11078,15.911,0.9326314,0.07137109,0.076961041,,,,,,,,,
84,44.22,-122.21,4.5,8.413198,565.7615,1846,64.1572,14543,523.3982,0.625,161.7583,15.625,3.441667,0.241,1.19,5.5,39,38,23,28,32.9,2.7,700,162.583,29.7027,0.1406826,7645,0.5684956,0.787,0.03268518,0.3798292,8.357069,13.96274,1.181376,56.11078,15.911,0.9326314,0.07137109,1.504077397,,,,,,,,,
85,44,-122,3.325,5.674281,661.3215,739,64.04704,5614,433.7995,0.6166667,170.0917,13.75,-0.7416667,0.1436,0.83,6.4,75,21,4,15,15.9,1.5,600,122.138,19.6755,0.1326255,6484,0.743991,0.524,0.03268518,0.3824288,7.863715,12.22749,1.117742,65.67487,15.23566,0.8980637,0.1001935,1.201469674,,,,,,,,,
86,44,-122,2.8,5.674281,661.3215,739,64.04704,5614,433.7995,0.6166667,170.0917,13.75,-0.7416667,0.1436,0.83,6.4,75,21,4,15,15.9,1.5,600,122.138,19.6755,0.1326255,6484,0.743991,0.524,0.03268518,0.3824288,7.863715,12.22749,1.117742,65.67487,15.23566,0.8980637,0.1001935,1.029619417,,,,,,,,,
87,43.8,-71.67,1.1,6.201469,1001.912,1069,12.15536,10617,610.2494,0.4416667,148.825,12.96667,0.5083333,0.2851,1.02,5,67,28,5,18,38.6,6.9,900,163.518,24.7821,0.2066762,7894,1.661466,0.593,0.07685639,0.3305222,13.79708,16.80489,1.253585,67.19786,16.70754,0.5874879,0.4246546,0.09531018,,,,,,,,,
88,42.5,-71.25,10,9.482864,920.172,1171,7.803022,10374,761.1638,0.5416667,152.9583,15.575,4.391667,0.1973,1.17,5.3,72,20,8,26,55.3,5.4,700,138.864,13.5136,NaN,9451,0.9267188,NaN,0.104728,0.3279814,12.94767,13.52365,1.155978,NaN,NaN,0.625936,0.3763018,2.302585093,,,,,,,,,
89,42.5,-72.2,0.2,8.122656,951.2266,1152,6.490455,10781,652.1514,0.5166667,152.025,14.70833,2.733333,0.1518,1,5.1,69,26,5,20,63.5,3.1,600,158.518,22.4999,0.1587712,9300,1.088017,0.585,0.104728,0.3277808,13.60612,16.03258,1.214658,65.79658,15.51245,0.6093743,0.3898635,-1.609437912,,,,,,,,,
90,42.3,-73.75,0.69,9.053187,972.8984,1017,13.58283,9140,680.1098,0.5833333,152.1083,15.89167,3.391667,0.0838,1.29,5.4,64,30,6,23,19.6,2,600,140.144,21.3906,0.1712709,9389,1.575046,0.543,0.1008194,0.3162169,13.88383,14.47233,1.368935,52.8114,13.55408,0.5800336,0.4252442,-0.371063681,,,,,,,,,
91,42.213891,-123.174218,9.77032,11.58299,598.1609,919,76.1484,5761,534.7505,0.875,171.8667,19.40833,4.308333,0.1466,1.49,6.1,64,26,10,20,18,1.6,300,114.119,15.8308,0.1250558,7716,1.208625,0.687,0.02097821,0.343212,9.541749,13.87602,1.135359,66.39855,13.73492,0.8495737,0.1448796,2.279349219,,,,,,,,,
92,42,-101,3.5,8.950125,1014.859,538,64.71539,3510,576.993,0.7083333,177.1917,16.8,1.716667,0.0273,1.85,6.5,96,1,3,14,4.5,0.5,300,48.115,6.67268,0.1238422,2405,1.117499,0.333,0.0806347,0.2746092,15.71407,19.2358,1.422625,84.23545,29.77852,0.6407657,0.3583205,1.252762968,,,,,,,,,
93,42,-72,0.6,8.951396,897.4689,1264,7.983246,11626,717.0424,0.4833333,154.7833,15.175,4.266667,0.1884,1.16,5.2,69,24,7,24,50.2,4.3,700,155.311,21.8611,NaN,12155,1.068607,0.623,0.104728,0.3255635,13.92954,17.37531,1.296918,54.59417,12.65225,0.6643387,0.3325164,-0.510825624,,,,,,,,,
94,42,-101,0.8,8.950125,1014.859,538,64.71539,3510,576.993,0.7083333,177.1917,16.8,1.716667,0.0273,1.85,6.5,96,1,3,14,4.5,0.5,300,48.115,6.67268,0.1238422,2405,1.117499,0.333,0.0806347,0.2746092,15.71407,19.2358,1.422625,84.23545,29.77852,0.6407657,0.3583205,-0.223143551,,,,,,,,,
95,42,-72,0.4,8.951396,897.4689,1264,7.983246,11626,717.0424,0.4833333,154.7833,15.175,4.266667,0.1884,1.16,5.2,69,24,7,24,50.2,4.3,700,155.311,21.8611,NaN,12155,1.068607,0.623,0.104728,0.3255635,13.92954,17.37531,1.296918,54.59417,12.65225,0.6643387,0.3325164,-0.916290732,,,,,,,,,
96,41.905,123.129,0.610553619,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-0.493389161,,,,,,,,,
97,41.898,123.124,0.710731883,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-0.341460019,,,,,,,,,
98,41.907,123.121,0.729589793,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-0.31527283,,,,,,,,,
99,41.8,-123.2,0.84,9.398656,581.2832,1109,76.43132,8748,475.1637,0.6583334,175.2417,16.275,1.2,0.08859999,1.49,6.1,55,32,13,21,24.7,0.8,200,37.149,11.2057,0.1283152,9487,1.282295,0.735,0.02097821,0.379809,8.380339,14.28502,1.125508,57.18527,10.91832,0.8501103,0.1466294,-0.174353387,,,,,,,,,
100,41.832,123.351,0.157864358,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-1.846019108,,,,,,,,,
101,41.832,123.351,0.387343268,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-0.948443982,,,,,,,,,
102,41.776,123.295,1.788366783,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,0.581302792,,,,,,,,,
103,41.7,-112.87,16,9.016729,953.4075,311,19.04008,1806,348.8581,1.025,187.2417,17.95833,2.15,0.1204,1.24,8.5,12,71,17,18,9.2,0.9,500,91.4182,11.4897,0.08998671,1222,0.7573019,0.159,0.01868518,0.2607164,12.20793,17.26046,1.665928,93.87055,30.36678,0.5351478,0.4813337,2.772588722,,,,,,,,,
104,41.721,123.494,0.632285783,8.22226,1277.14,644,102.4252,5362,587.3375,0.6666667,166.9083,14.375,3.683333,0.0493,1.22,6.1,26,54,20,36,11.7,1.1,400,91.1488,17.4198,0.2305935,0,NaN,NaN,0.1232359,0.2402297,14.80283,4.203806,NaN,62.89812,19.16989,0.8205852,0.2049555,-0.458413799,,,,,,,,,
105,41.5,-83.8,1.3,9.723469,996.7906,874,23.55706,7672,723.0718,0.525,153.7417,15.58333,4.933333,0.2097,1.68,6.6,29,34,37,24,23.8,5.6,500,114.56,15.3615,0.1843014,4650,2.54393,0.398,0.1260197,NaN,NaN,NaN,NaN,71.09588,24.9233,0.4479532,0.5442557,0.262364264,,,,,,,,,
106,41.17,-113,34.70945016,10.0699,882.1807,294,20.85181,1767,NaN,0.9583333,192.9333,17.18333,3.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.595,19.3791,0.08582494,0,NaN,NaN,0.02101197,NaN,NaN,NaN,NaN,NaN,NaN,0.5351478,0.4813337,3.547011989,,,,,,,,,
107,41,-87,5,10.17912,1008.541,948,25.18116,8261,740.5815,0.5166667,157.175,16.24167,5.058333,0.1095,1.43,6.4,39,46,15,19,14.4,1.5,400,75.3572,8.61503,0.1677308,5436,2.310298,0.409,0.1307751,0.3137667,10.63972,NaN,NaN,66.61674,24.00702,0.5537475,0.4332279,1.609437912,,,,,,,,,
108,40.8,-106,0.2,1.543625,689.688,553,22.61284,4726,524.0936,0.4916667,181.3667,9.941667,-5.125,0.1176,1.46,6.8,63,25,12,20,13.2,1.6,400,116.269,32.8224,0.1943367,5416,1.724696,0.418,0.05905563,0.3620241,7.503968,14.68216,1.105753,61.06095,11.53691,0.9747285,0.0228939,-1.609437912,,,,,,,,,
109,40.13,-123.19,0.28,9.713177,552.9044,1370,83.28163,11552,486.1248,0.725,182.2417,17.30833,2.333333,0.1156,1.39,6.4,43,39,18,21,21.6,0.6,100,76.6684,16.2823,0.1404638,12989,1.320609,0.71,0.02070773,0.3804746,8.197317,14.57012,1.207227,49.70405,9.880044,0.6150721,0.3671207,-1.272965676,,,,,,,,,
110,40,-105.16,1.59,7.839,786.538,469,42.06278,2860,739.6307,0.85,190.25,17.03333,0.03333334,0.1101,1.42,6.7,70,18,11,19,14.4,1.5,400,131.673,26.0645,0.14718,0,NaN,0.329,0.05378618,0.3227393,11.42801,13.70209,1.395212,58.05302,14.23371,0.979929,0.02277711,0.463734016,,,,,,,,,
111,40,-105.2666,1.604606776,7.839,786.538,469,42.06278,2860,739.6307,0.85,190.25,17.03333,0.03333334,0.1101,1.42,6.7,70,18,11,19,14.4,1.5,400,131.673,26.0645,0.14718,0,NaN,0.329,0.05378618,0.3227393,11.42801,13.70209,1.395212,58.05302,14.23371,0.979929,0.02277711,0.472878727,,,,,,,,,
112,39.89,3.09,8.920660833,16.10763,536.659,692,47.78442,NaN,752.3587,0.675,183.9917,21.13333,13.29167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,NaN,0.481,0.04791613,0.3164757,11.72768,6.988815,1.290238,NaN,NaN,0.9565842,0.04375567,2.188370028,,,,,,,,,
113,39.08333,-96.58333,2.842179639,12.20271,1034.393,860,53.54715,5579,692.5745,0.7416667,178.8917,19.24167,6.15,0.219,1.59,7,18,50,32,27,16.4,1.3,500,182.744,31.0142,0.1587261,1655,2.137856,0.448,0.08510995,0.2929736,16.95242,17.56056,1.537344,89.56061,29.50111,0.3785659,0.6197484,1.044571236,,,,,,,,,
114,38.7,-83.4,4.6,11.54573,874.8846,1092,16.69171,9308,798.1658,0.575,159.5167,17.90833,5.875,0.1732,1.35,7.5,17,63,20,26,10.8,1.3,400,99.4936,16.7433,0.1332209,4571,1.857314,0.639,0.1220651,0.3319104,15.08065,17.7197,1.276723,71.1763,18.4396,0.2795129,0.6903824,1.526056303,,,,,,,,,
115,38.7,-83.4,8.2,11.54573,874.8846,1092,16.69171,9308,798.1658,0.575,159.5167,17.90833,5.875,0.1732,1.35,7.5,17,63,20,26,10.8,1.3,400,99.4936,16.7433,0.1332209,4571,1.857314,0.639,0.1220651,0.3319104,15.08065,17.7197,1.276723,71.1763,18.4396,0.2795129,0.6903824,2.104134154,,,,,,,,,
116,38.52,-121.73,2.1,16.43213,634.1224,469,89.77167,2538,582.5519,1.2,195.1167,24.24167,9.575,0.2079,1.42,6.9,19,60,21,26,14.5,1.5,400,109.049,18.7338,0.1053158,4796,1.312304,0.398,0.02882408,0.2944917,20.58455,NaN,NaN,51.92142,16.16611,0.8878224,0.1304202,0.741937345,,,,,,,,,
117,38.4,-109.8,5.2,12.46442,994.3021,230,26.73119,1152,153.5024,1.383333,205.6083,21.41667,4.616667,0.1491,1.41,7.9,50,28,19,35,3.2,0.5,600,50.8793,6.62998,0.08579515,1166,0.5361896,0.181,0.02374772,0.2637108,14.83198,20.39829,1.593901,89.69189,19.2942,0.5698294,0.4232579,1.648658626,,,,,,,,,
118,37.53,-111,1.68,13.20952,987.5858,175,32.31324,812,135.8809,1.475,207.8167,21.79167,6.35,0.0664,1.53,8.1,78,15,7,21,6.1,0.7,500,34.6272,7.73645,0.08555245,939,0.5928479,0.13,0.03536768,0.2791296,15.34609,20.70155,1.666724,72.55326,13.16843,0.6842191,0.2928156,0.518793793,,,,,,,,,
119,37.533333,105.033333,37,9.001781,1109.107,195,96.43945,1241,186.5805,0.925,184.7917,16.03333,2.5,0.072,1.24,8.4,36,49,15,20,5.2,0.5,600,61.1247,7.52796,0.1991642,824,0.7975509,0.12,0.100035,0.233732,8.352537,20.64628,1.370933,91.3768,26.37548,0.6273183,0.2923414,3.610917913,,,,,,,,,
120,37.08,-105.26,0.345,1.825188,765.7716,598,35.57669,5089,572.1002,0.4166667,198.15,9.008333,-6.025,0.1003,1.49,6.4,68,20,12,21,6.8,1.6,300,100.481,27.3922,0.1346849,0,1.42969,0.346,0.05096901,0.3239041,9.115805,16.10061,1.458948,59.48271,13.74131,0.9239161,0.07804894,-1.064210862,,,,,,,,,
121,36.85,109.32,23.18261614,9.309354,1028.157,490,94.29822,3548,542.7845,0.85,180.9083,16.36667,3.975,0.0623,1.19,8.2,37,47,16,31,4.8,0.6,1200,72.452,9.87847,0.1741427,2081,0.9736568,0.343,0.1507768,0.2908112,12.93794,16.59978,1.404427,59.21596,15.91086,0.7891146,0.1843929,3.143402693,,,,,,,,,
122,36.82,-115.92,27.53268,13.92466,840.56,170,38.01511,778,139.0379,1.558333,227.0083,22.35,7.45,0.0551,1.4,8.5,68,23,8,24,2.2,0.6,500,35.8571,5.17848,0.09391487,0,NaN,NaN,0.02279255,0.2676028,13.69973,20.61907,1.639538,76.25136,12.95954,0.6950001,0.3010389,3.315373663,,,,,,,,,
123,36.82,-115.92,15.19840421,13.92466,840.56,170,38.01511,778,139.0379,1.558333,227.0083,22.35,7.45,0.0551,1.4,8.5,68,23,8,24,2.2,0.6,500,35.8571,5.17848,0.09391487,0,NaN,NaN,0.02279255,0.2676028,13.69973,20.61907,1.639538,76.25136,12.95954,0.6950001,0.3010389,2.721190436,,,,,,,,,
124,36,-105,0.765,10.04091,770.1882,434,70.09457,2262,518.4576,0.95,214.3667,19.65833,1.883333,0.1219,1.51,7.6,67,20,12,19,5.6,1.2,500,66.4287,8.82995,0.1114957,1565,1.302381,0.228,0.06144881,0.2741506,11.39717,19.41732,1.221025,87.85002,22.6762,0.7931957,0.2041796,-0.267879445,,,,,,,,,
125,36,-112,12.35,9.24077,799.4151,357,39.1013,1839,290.5062,1.025,216.075,18.275,2.675,0.1248,1.45,7.8,43,39,18,19,4.9,0.7,500,122.201,14.5343,0.1338187,1181,1.195345,0.168,0.03947359,0.2846628,9.461912,20.16857,1.421619,81.93678,13.51391,0.6159718,0.3784264,2.513656063,,,,,,,,,
126,36,109,8.5,10.09593,985.707,541,84.66448,4137,625.498,0.7666667,177.35,16.45,5.583333,0.0829,1.19,8.3,28,53,19,28,5.3,0.7,700,75.2396,10.6624,0.1832925,3336,1.12416,0.459,0.2125198,0.2920663,13.5715,12.56692,1.467652,62.14729,20.69211,0.8091375,0.1601678,2.140066163,,,,,,,,,
127,35.97,-79.08,0.2458536,14.9058,779.102,1176,12.38615,8373,859.5219,0.8166667,177.2917,22.2,9.483334,0.0496,1.57,5.1,76,17,7,20,9.3,1.2,400,68.8184,12.2293,0.1227801,7361,2.891433,0.707,0.09873906,0.330757,14.28673,17.38903,1.331808,61.19246,21.1171,0.6000944,0.3597504,-1.403019042,,,,,,,,,
128,35,-83.4,1.22,14.64376,728.6487,1619,10.14377,11815,763.9545,0.7333333,181.4917,21.78333,9.033334,0.0906,1.49,5.4,65,22,12,24,13.7,1.7,500,39.4154,8.30332,0.1330472,6280,2.081473,0.713,0.0887213,0.3348845,13.81526,17.18422,1.396513,46.98574,10.91051,0.6378971,0.3239049,0.198850859,,,,,,,,,
129,35,-83.4,0.63,14.64376,728.6487,1619,10.14377,11815,763.9545,0.7333333,181.4917,21.78333,9.033334,0.0906,1.49,5.4,65,22,12,24,13.7,1.7,500,39.4154,8.30332,0.1330472,6280,2.081473,0.713,0.0887213,0.3348845,13.81526,17.18422,1.396513,46.98574,10.91051,0.6378971,0.3239049,-0.46203546,,,,,,,,,
130,35,-83.4,8.53,14.64376,728.6487,1619,10.14377,11815,763.9545,0.7333333,181.4917,21.78333,9.033334,0.0906,1.49,5.4,65,22,12,24,13.7,1.7,500,39.4154,8.30332,0.1330472,6280,2.081473,0.713,0.0887213,0.3348845,13.81526,17.18422,1.396513,46.98574,10.91051,0.6378971,0.3239049,2.143589362,,,,,,,,,
131,35.05,-83.43,1,11.69614,711.5205,1733,10.4763,15756,676.2429,0.4916667,176.075,17.36667,5.15,0.126,1.45,5.4,51,35,14,24,23.2,2.3,600,80.645,15.5949,0.126434,5375,1.786327,0.675,0.0887213,0.3266346,14.07509,17.60918,1.468983,60.71732,14.88717,0.5737348,0.3862002,0,,,,,,,,,
132,35.058,-83.43,0.887,11.69614,711.5205,1733,10.4763,15756,676.2429,0.4916667,176.075,17.36667,5.15,0.126,1.45,5.4,51,35,14,24,23.2,2.3,600,80.645,15.5949,0.126434,5375,1.786327,0.675,0.0887213,0.3266346,14.07509,17.60918,1.468983,60.71732,14.88717,0.5737348,0.3862002,-0.119910297,,,,,,,,,
133,35,-83.4,1.66,14.64376,728.6487,1619,10.14377,11815,763.9545,0.7333333,181.4917,21.78333,9.033334,0.0906,1.49,5.4,65,22,12,24,13.7,1.7,500,39.4154,8.30332,0.1330472,6280,2.081473,0.713,0.0887213,0.3348845,13.81526,17.18422,1.396513,46.98574,10.91051,0.6378971,0.3239049,0.506817602,,,,,,,,,
134,34.76,-76.85,26,17.05898,708.6631,1437,23.88543,9554,1322.69,0.7416667,177.5,22.80833,12.83333,0.079,1.45,5.1,56,31,13,24,17.2,2.2,400,31.7805,6.9904,NaN,0,NaN,NaN,0.08631244,0.3321303,11.85834,7.885806,1.225443,NaN,NaN,0.5158001,0.4795998,3.258096538,,,,,,,,,
135,34.6,-82.8,3.7,15.44188,757.0823,1420,11.27304,9741,785.9445,0.8083333,182.625,22.35,9.941667,0.0647,1.48,5.5,52,29,18,19,7.2,1.6,400,35.1808,7.54642,0.1435615,7588,1.746953,0.661,0.0887213,0.3157607,14.67758,17.25886,1.497448,43.01631,12.47991,0.6324274,0.318196,1.30833282,,,,,,,,,
136,33.26,-111.94,4.6,21.5038,792.2878,240,47.31505,890,185.2205,2.3,223.2917,30.36667,13.94167,0.0809,1.53,8.2,52,30,18,22,3,0.4,700,60.2237,8.53195,0.1049962,1688,0.6346275,0.222,0.03789646,0.2792239,13.58407,15.86354,1.288682,95.33981,18.31241,0.401322,0.4111624,1.526056303,,,,,,,,,
137,32.92,-107.2,11.83834109,15.56147,782.2734,272,77.12298,1148,247.7039,1.558333,227.95,25.75,7.533333,0.0395,1.42,5.5,73,19,8,21,9,0.7,500,51.4505,7.27217,0.0990737,1039,0.3870454,0.226,0.05209968,0.2390482,10.08068,18.1063,1.39862,76.18795,15.18461,0.6895036,0.2768531,2.471343509,,,,,,,,,
138,32.75,-113.65,2.6,22.72185,800.6871,120,50.8382,434,79.50917,2.316667,227.15,30.61667,16.59167,0.0704,1.56,7.8,68,21,11,12,3.4,0.3,800,35.5962,4.31357,0.1120465,0,NaN,NaN,0.03155535,0.2488823,15.0328,9.510599,NaN,61.5598,8.509936,0.2708754,0.03585002,0.955511445,,,,,,,,,
139,32.52,-106.71,0.67,14.80191,783.1675,283,72.15368,1217,250.7144,1.475,229.4,24.83333,6.758333,0.0678,1.56,7.8,78,15,8,19,2.3,0.3,800,33.0681,4.91533,0.09456512,1058,0.6771363,0.169,0.05209968,0.2495888,9.537382,20.43663,1.278894,90.72389,14.44248,0.6808884,0.261247,-0.400477567,,,,,,,,,
140,32.53,-106.72,4.7,14.80191,783.1675,283,72.15368,1217,250.7144,1.475,229.4,24.83333,6.758333,0.0678,1.56,7.8,78,15,8,19,2.3,0.3,800,33.0681,4.91533,0.09456512,1058,0.6771363,0.169,0.05209968,0.2495888,9.537382,20.43663,1.278894,90.72389,14.44248,0.6808884,0.261247,1.547562509,,,,,,,,,
141,32.12,-109.9,2.5,16.10188,733.3731,346,72.84882,1387,254.7464,1.658333,224.0417,26.25833,8.258333,0.09429999,1.51,5.3,60,30,10,26,6.2,1.4,500,56.5793,8.1035,0.1053645,1092,0.9952783,0.232,0.04733674,0.2418868,10.77386,19.35623,1.288955,91.54718,14.27092,0.5200385,0.3647852,0.916290732,,,,,,,,,
142,31.77,114.01,6.643,15.18383,891.2009,1132,58.96617,9335,899.9255,0.7,164.575,20.10833,11.775,0.1476,1.33,6.4,40,42,18,37,13.9,1.3,600,46.9397,10.2021,0.1640463,2776,2.239139,0.544,0.2061745,0.3138719,15.93804,7.276434,NaN,60.87665,19.83145,0.7281698,0.2638704,1.893563669,,,,,,,,,
143,31.8,-110.81,3,15.60739,649.8295,559,74.91254,2430,403.4176,1.45,223.225,23.91667,9.275,0.3862,1.8,8,23,29,48,32,12.3,2,400,70.4458,10.9261,0.1423105,874,0.8114347,0.288,0.03438509,0.2842703,13.30068,17.89087,1.406567,93.02654,15.03558,0.1884662,0.05180283,1.098612289,,,,,,,,,
144,30.9,34.4,11,19.54498,574.741,117,98.93478,543,91.02766,1.383333,231.8667,25.84167,15.025,0.1617,1.34,7.9,40,41,18,27,12.5,0.6,NaN,92.773,33.1909,0.1138577,0,NaN,NaN,0.02828563,NaN,NaN,0,NaN,NaN,NaN,0.7510769,0.1391331,2.397895273,,,,,,,,,
145,25.378333,-80.674722,1.260869565,24.39421,325.5516,1281,62.49578,6772,1215.811,0.975,208.05,29.49167,20.31667,0.1536,1.08,8.1,8,66,22,33,59.9,2,800,255.165,87.5039,NaN,4674,1.723041,0.482,0.02860304,0.3209423,10.26914,8.010512,1.141826,NaN,NaN,0.3388054,0.6441391,0.231801614,,,,,,,,,
146,25.3825,-80.7,2.080745342,24.39421,325.5516,1281,62.49578,6772,1215.811,0.975,208.05,29.49167,20.31667,0.1536,1.08,8.1,8,66,22,33,59.9,2,800,255.165,87.5039,NaN,4674,1.723041,0.482,0.02860304,0.3209423,10.26914,8.010512,1.141826,NaN,NaN,0.3388054,0.6441391,0.732726167,,,,,,,,,
147,24.733333,107.85,0.620754667,18.67067,658.5734,1422,71.30848,11805,894.0867,0.5833333,166.0083,22.05,14.5,0.1485,1.22,7.1,26,51,24,30,16.8,1.5,800,87.9857,10.3403,0.1568554,7500,1.406655,0.721,0.1202607,0.3173771,11.3186,16.83181,1.159054,48.76734,15.36042,0.6356784,0.3070234,-0.476819336,,,,,,,,,
148,24.733333,107.85,0.23,18.67067,658.5734,1422,71.30848,11805,894.0867,0.5833333,166.0083,22.05,14.5,0.1485,1.22,7.1,26,51,24,30,16.8,1.5,800,87.9857,10.3403,0.1568554,7500,1.406655,0.721,0.1202607,0.3173771,11.3186,16.83181,1.159054,48.76734,15.36042,0.6356784,0.3070234,-1.46967597,,,,,,,,,
149,24.733333,107.85,0.846666667,18.67067,658.5734,1422,71.30848,11805,894.0867,0.5833333,166.0083,22.05,14.5,0.1485,1.22,7.1,26,51,24,30,16.8,1.5,800,87.9857,10.3403,0.1568554,7500,1.406655,0.721,0.1202607,0.3173771,11.3186,16.83181,1.159054,48.76734,15.36042,0.6356784,0.3070234,-0.166448207,,,,,,,,,
